id;Item_Name;Category;Category_Id;Item_Buyed_Price;Item_Selling_Price 
2725;Hamon;Tools;6;52;56.16
2726;Cordier;Cooking;2;44;47.96
2727;Gaudin;Tools;6;33;35.31
2728;Hardy;Furniture;6;71;76.68
2729;Lacombe;Cooking;3;71;78.1
2730;Courtois;Furniture;2;58;62.06
2731;Chartier;Games;4;14;15.96
2732;Jacquet;Games;2;84;92.4
2733;Maury;Games;6;61;67.1
2734;Levy;Cooking;1;97;107.67
2735;Baudry;Furniture;4;65;69.55
2736;Maurice;Games;4;98;107.8
2737;Diaz;Furniture;3;71;80.23
2738;Lagarde;Furniture;6;50;56.5
2739;Perret;Cooking;2;82;89.38
2740;Denis;Tools;3;13;14.56
2741;Allain;Computing;4;33;34.65
2742;Lelievre;Games;2;91;98.28
2743;Guyon;Cooking;5;57;63.269999999999996
2744;Carre;Computing;2;40;43.2
2745;Gay;Cooking;5;44;47.08
2746;Lopez;UNKNOWN;4;57;62.7
2747;Leleu;Furniture;1;48;54.24
2748;Robin;Tools;5;70;79.8
2749;Gaudin;UNKNOWN;4;57;60.99
2750;Weiss;Furniture;3;10;11.0
2751;Jacques;Cooking;3;35;39.55
2752;Bernard;Tools;6;42;47.04
2753;Gallet;Furniture;1;22;25.3
2754;Leleu;Tools;1;46;49.68
2755;Baudry;Furniture;6;63;66.78
2756;Carre;Tools;4;76;85.88
2757;Herve;Tools;2;68;71.4
2758;Picard;UNKNOWN;4;32;34.24
2759;Vaillant;Furniture;3;99;105.93
2760;Laine;Tools;1;18;19.98
2761;Bertrand;UNKNOWN;4;79;85.32
2762;Dumas;Furniture;5;72;79.92
2763;Leduc;Games;3;92;97.52
2764;Vincent;Cooking;2;62;69.44
2765;Tessier;Cooking;5;91;102.83
2766;Pineau;Tools;2;77;80.85
2767;Sanchez;Tools;5;30;32.7
2768;Gautier;Furniture;2;98;110.74
2769;Goncalves;Furniture;6;26;28.6
2770;Rousset;UNKNOWN;1;78;87.36
2771;Robin;Games;2;64;71.68
2772;Pages;Tools;2;26;28.34
2773;Toussaint;Cooking;6;14;15.54
2774;Maury;Computing;1;20;22.0
2775;Julien;UNKNOWN;4;87;93.96
2776;Guerin;Cooking;5;99;110.88
2777;Vincent;Cooking;3;93;104.16
2778;Barre;Tools;5;79;85.32
2779;Begue;Games;1;92;96.6
2780;Diallo;Games;5;22;23.32
2781;Moulin;Computing;3;88;97.68
2782;Perrot;Tools;6;63;69.3
2783;Boyer;Cooking;2;94;106.22
2784;Turpin;Games;2;29;31.61
2785;Gros;UNKNOWN;1;28;31.08
2786;Voisin;Furniture;6;92;103.96000000000001
2787;Guillaume;Tools;1;34;38.42
2788;Dijoux;Tools;6;81;87.48
2789;Jacques;Tools;3;61;64.66
2790;Benard;Cooking;5;33;37.29
2791;Colas;Computing;5;86;96.32
2792;Huet;Computing;3;89;99.68
2793;Blanc;Computing;3;50;56.5
2794;Francois;Cooking;3;24;27.12
2795;Ollivier;Furniture;3;63;71.82
2796;Guerin;Cooking;2;55;59.95
2797;Briand;Games;5;54;59.4
2798;Pinto;UNKNOWN;5;67;71.02
2799;Roche;Tools;5;98;112.7
2800;Chretien;Games;4;34;36.38
2801;Durand;UNKNOWN;5;35;38.15
2802;Guerin;Furniture;3;48;53.76
2803;Reynaud;Furniture;2;41;45.1
2804;Girard;UNKNOWN;6;41;45.51
2805;Tessier;Furniture;3;67;75.71000000000001
2806;Lebreton;UNKNOWN;5;15;16.5
2807;Paris;Cooking;2;26;28.08
2808;Bourdon;Games;1;98;110.74
2809;Meunier;UNKNOWN;5;36;40.32
2810;Pereira;Furniture;3;60;69.0
2811;Antoine;Games;3;42;47.88
2812;Roger;Games;6;18;20.16
2813;Caron;Computing;5;97;105.73
2814;Ruiz;Games;1;42;48.3
2815;Antoine;Games;5;94;106.22
2816;Seguin;UNKNOWN;3;73;78.11
2817;Simon;Furniture;1;14;16.1
2818;Fernandes;Furniture;1;78;85.02
2819;Rousseau;Tools;2;60;68.4
2820;Auger;Furniture;5;40;42.8
2821;Guillaume;Computing;2;12;13.56
2822;Rocher;Games;5;40;45.2
2823;Hamon;Games;5;18;19.62
2824;Cousin;Cooking;1;26;28.34
2825;Albert;Furniture;2;69;72.45
2826;Berger;Furniture;3;37;39.96
2827;Leveque;Furniture;5;42;46.2
2828;Guyot;Computing;2;58;66.7
2829;Robin;Computing;5;64;67.2
2830;Gilles;Games;5;57;62.7
2831;Thomas;Cooking;6;97;111.55
2832;Leroy;Cooking;1;50;53.0
2833;Peltier;Games;3;84;93.24
2834;Pereira;Games;6;19;20.9
2835;Collin;UNKNOWN;4;40;46.0
2836;Rodrigues;Tools;6;75;79.5
2837;Peltier;Computing;2;57;62.13
2838;Bouchet;UNKNOWN;4;97;103.79
2839;Camus;UNKNOWN;5;77;81.62
2840;Tessier;Games;6;98;111.72
2841;Noel;Cooking;6;69;77.28
2842;Lebon;Tools;6;85;97.75
2843;Fleury;UNKNOWN;3;95;104.5
2844;Boutin;UNKNOWN;5;80;85.6
2845;Lemoine;Computing;4;27;29.43
2846;Salmon;Cooking;5;28;30.8
2847;Roussel;Cooking;5;69;73.83
2848;Valette;Tools;5;18;19.98
2849;Riou;Tools;4;78;82.68
2850;Normand;Computing;1;48;52.8
2851;Jacquot;Cooking;4;90;102.6
2852;Morel;Games;4;42;44.1
2853;Pereira;UNKNOWN;6;16;17.92
2854;Pires;Cooking;2;27;30.78
2855;Hoareau;UNKNOWN;4;28;32.2
2856;Da Costa;Computing;2;20;23.0
2857;Leconte;Cooking;6;71;75.97
2858;De Sousa;Games;4;13;13.78
2859;Jacquot;Furniture;2;19;21.28
2860;Begue;Tools;2;35;39.2
2861;Sauvage;Games;1;90;98.1
2862;Joseph;UNKNOWN;1;18;18.9
2863;Charpentier;Tools;5;65;74.1
2864;Rey;Computing;4;78;82.68
2865;Rocher;Cooking;3;10;11.5
2866;Masse;Cooking;5;99;106.92
2867;Brunet;Furniture;4;66;75.24
2868;Gomes;Furniture;2;81;90.72
2869;Grenier;Furniture;6;40;44.4
2870;Baudry;Furniture;5;84;94.92
2871;Regnier;Tools;3;90;97.2
2872;Da Silva;Furniture;4;29;31.61
2873;Bousquet;Tools;5;94;102.46000000000001
2874;Renault;Cooking;4;78;88.92
2875;Boutin;Furniture;5;11;12.1
2876;Renard;Cooking;1;93;98.58
2877;Vasseur;Cooking;2;15;16.05
2878;Charpentier;Tools;5;69;78.66
2879;Dufour;Computing;3;22;23.32
2880;Joubert;Computing;4;12;12.84
2881;Rocher;Computing;1;81;87.48
2882;Jacques;Furniture;3;47;50.29
2883;Hoarau;Tools;6;75;80.25
2884;Ollivier;Computing;1;76;83.6
2885;Bousquet;Furniture;3;43;47.3
2886;Lemoine;Games;2;53;56.71
2887;Hebert;Games;3;15;16.8
2888;Moreau;Games;4;74;81.4
2889;Gaudin;Tools;4;19;20.71
2890;Chartier;Computing;2;71;80.94
2891;David;UNKNOWN;1;97;111.55
2892;Roy;Cooking;3;32;36.16
2893;Guillaume;Cooking;3;75;83.25
2894;Bouvier;UNKNOWN;6;11;12.21
2895;Coulon;Computing;3;17;17.85
2896;Alves;Computing;5;96;109.44
2897;Gomes;Furniture;5;13;14.82
2898;Richard;Computing;5;91;99.19
2899;Delmas;Cooking;4;94;108.1
2900;Blanchard;Games;2;96;104.64
2901;Pages;Tools;3;68;72.76
2902;Jacquet;Tools;6;20;21.6
2903;Merle;Cooking;5;91;99.19
2904;Chauvet;Tools;2;35;37.45
2905;Mahe;UNKNOWN;1;62;68.2
2906;Colin;UNKNOWN;3;86;93.74
2907;Mallet;Cooking;6;25;26.75
2908;Colas;Cooking;1;70;77.0
2909;Paris;UNKNOWN;4;33;36.3
2910;Weber;Computing;6;51;55.08
2911;Bigot;Cooking;3;62;65.72
2912;Royer;UNKNOWN;3;35;40.25
2913;Boucher;Computing;1;56;63.28
2914;Michel;UNKNOWN;3;82;91.02
2915;Bonnet;Furniture;5;30;32.4
2916;Leger;Cooking;4;20;21.8
2917;Brunet;UNKNOWN;5;48;52.32
2918;Pasquier;Furniture;5;88;100.32
2919;Potier;Computing;1;38;41.42
2920;Masson;Computing;3;55;63.25
2921;Legendre;Games;1;62;65.1
2922;Noel;Games;4;46;52.9
2923;Moulin;Computing;5;78;89.7
2924;Weiss;Games;5;97;104.76
2925;Lesage;UNKNOWN;1;16;17.28
2926;Poirier;Games;3;21;23.1
2927;Fouquet;Cooking;4;29;32.77
2928;Lucas;Games;5;14;15.82
2929;Robert;UNKNOWN;1;26;27.3
2930;Brunet;Tools;3;15;16.35
2931;Becker;Furniture;3;39;42.12
2932;Couturier;UNKNOWN;2;29;32.19
2933;Petit;Cooking;5;51;56.61
2934;Delmas;Cooking;5;24;26.64
2935;Etienne;UNKNOWN;5;42;44.94
2936;Nguyen;UNKNOWN;5;21;23.73
2937;Gillet;UNKNOWN;4;73;80.3
2938;Mallet;Computing;6;53;55.65
2939;Colin;Furniture;2;14;14.7
2940;Garnier;Cooking;1;11;12.65
2941;Dias;Computing;5;69;73.14
2942;Deschamps;Tools;4;46;49.22
2943;Pinto;Games;4;80;84.0
2944;Pasquier;Cooking;6;58;64.38
2945;Lopez;Furniture;6;55;60.5
2946;Sanchez;Furniture;2;15;16.65
2947;Robin;Games;3;46;52.9
2948;Pereira;Tools;1;17;18.19
2949;Martineau;Tools;3;84;90.72
2950;Alexandre;Tools;3;17;19.21
2951;Julien;Tools;2;71;75.26
2952;Mace;Tools;3;19;21.66
2953;Humbert;UNKNOWN;6;93;102.3
2954;Bodin;Tools;5;74;85.1
2955;Noel;Computing;1;27;30.509999999999998
2956;Aubry;Furniture;2;85;96.05
2957;Denis;Cooking;1;78;81.9
2958;Meyer;Computing;5;87;97.44
2959;Sanchez;Cooking;3;28;29.68
2960;Lecomte;Computing;6;64;67.2
2961;Ruiz;UNKNOWN;6;17;18.19
2962;Auger;Games;2;76;85.88
2963;Dufour;UNKNOWN;6;33;37.62
2964;Pereira;UNKNOWN;3;67;71.02
2965;Perrot;Furniture;5;92;102.12
2966;Launay;Furniture;4;91;96.46
2967;Dupre;Cooking;3;53;58.3
2968;Gomez;Computing;6;59;67.26
2969;Letellier;Cooking;1;64;69.12
2970;Raymond;Cooking;1;42;47.04
2971;Jacquot;UNKNOWN;2;91;101.92
2972;Dos Santos;Tools;2;21;23.73
2973;Garnier;Computing;1;65;68.25
2974;Morvan;Furniture;2;73;81.03
2975;Vincent;Furniture;1;59;62.54
2976;Chevalier;Furniture;2;45;49.05
2977;Simon;Computing;4;38;43.32
2978;Mahe;Games;1;86;95.46000000000001
2979;Techer;UNKNOWN;3;17;19.21
2980;Michel;Tools;4;46;51.980000000000004
2981;Lebon;Games;5;24;26.64
2982;Fouquet;UNKNOWN;5;34;38.08
2983;Hardy;Tools;5;20;21.8
2984;Aubry;UNKNOWN;4;57;62.13
2985;Charpentier;Cooking;3;73;79.57
2986;David;Furniture;2;78;88.92
2987;Camus;Games;3;85;92.65
2988;Guillet;Computing;2;44;47.08
2989;Raymond;Cooking;3;60;65.4
2990;Barthelemy;Games;1;87;93.96
2991;Collet;UNKNOWN;4;47;53.11
2992;Georges;Tools;1;75;79.5
2993;Grenier;Computing;1;58;65.54
2994;Besnard;UNKNOWN;1;78;84.24
2995;Levy;Tools;3;15;16.5
2996;Weber;Cooking;1;76;83.6
2997;Noel;UNKNOWN;3;11;12.54
2998;Boucher;Furniture;1;53;60.95
2999;Besnard;Computing;6;46;50.6
3000;Brunel;Tools;1;56;59.36
3001;Lefort;Computing;5;48;54.24
3002;Allard;UNKNOWN;3;34;38.42
3003;Rocher;UNKNOWN;4;81;87.48
3004;Bertin;Furniture;3;51;53.55
3005;Baudry;Tools;4;64;67.84
3006;Potier;Computing;1;53;56.18
3007;Millet;Furniture;4;94;101.52
3008;Vidal;Furniture;5;98;109.76
3009;Fournier;Computing;6;21;22.89
3010;Germain;Cooking;5;86;92.88
3011;Renaud;Computing;2;18;19.08
3012;Pinto;Cooking;3;34;36.38
3013;Baudry;Furniture;4;57;65.55
3014;Roger;Games;1;94;105.28
3015;Navarro;Games;6;72;75.6
3016;Torres;Cooking;5;83;87.98
3017;Diallo;UNKNOWN;5;50;56.5
3018;Boutin;Cooking;6;11;11.66
3019;Lacroix;UNKNOWN;3;44;47.08
3020;Delaunay;Tools;6;71;75.97
3021;Blin;Games;1;80;88.8
3022;Rousset;Games;3;33;37.95
3023;Le Goff;Cooking;3;63;68.04
3024;Renaud;Furniture;2;46;48.3
3025;Bonnet;Furniture;6;95;103.55
3026;Andre;Games;4;79;89.27
3027;Aubry;Tools;6;72;80.64
3028;Cordier;Furniture;3;21;22.26
3029;Blanchet;Games;5;63;69.3
3030;Rolland;Computing;6;88;93.28
3031;Gimenez;Tools;5;36;41.04
3032;Dumas;Furniture;4;42;45.78
3033;Rousset;Computing;3;64;67.84
3034;Lelievre;Computing;2;56;63.28
3035;Martins;Cooking;4;10;11.5
3036;Perrin;Cooking;4;94;101.52
3037;Gilles;Cooking;3;47;50.76
3038;Muller;Computing;3;49;51.45
3039;Martel;Tools;5;11;12.21
3040;Lejeune;Computing;4;11;11.77
3041;Nicolas;Computing;1;69;77.28
3042;Ruiz;Games;5;49;54.39
3043;Guyon;Games;4;69;77.97
3044;Hoareau;Computing;2;56;59.36
3045;Le Roux;Computing;5;84;90.72
3046;Gautier;Computing;3;68;72.76
3047;Chretien;UNKNOWN;3;17;19.04
3048;De Sousa;Games;4;30;32.7
3049;Lebrun;Tools;6;97;101.85
3050;Bouchet;Cooking;5;47;50.76
3051;Petitjean;Tools;1;31;34.41
3052;Duhamel;Cooking;2;43;45.15
3053;Sanchez;Cooking;2;25;27.0
3054;Carlier;Computing;5;45;49.5
3055;Bruneau;UNKNOWN;2;28;30.8
3056;Lesage;Cooking;4;77;84.7
3057;Jacob;UNKNOWN;6;33;34.65
3058;Gautier;Tools;4;13;13.91
3059;Diaz;Computing;1;40;44.4
3060;Legrand;Cooking;2;59;66.67
3061;Millet;Computing;2;82;91.02
3062;Hardy;UNKNOWN;2;28;30.52
3063;Paris;Furniture;5;69;74.52
3064;Riviere;Cooking;3;42;44.94
3065;Camus;Cooking;6;73;78.11
3066;Masson;Games;2;80;84.0
3067;Raynaud;Tools;4;58;62.64
3068;Gregoire;UNKNOWN;3;13;14.56
3069;Royer;Games;4;92;105.8
3070;Dumas;Computing;5;76;85.88
3071;Peron;Furniture;5;47;53.11
3072;Tanguy;Cooking;2;30;32.7
3073;Lemoine;UNKNOWN;4;39;41.34
3074;Lecomte;UNKNOWN;6;54;61.56
3075;Marques;Tools;5;31;34.72
3076;Albert;Furniture;1;66;69.96
3077;Begue;Games;1;72;82.8
3078;Gaudin;UNKNOWN;3;52;58.24
3079;Lacroix;UNKNOWN;2;26;27.3
3080;Morin;Cooking;1;15;16.35
3081;Ribeiro;Computing;5;83;95.45
3082;Boulay;Computing;6;10;10.5
3083;Millet;Tools;5;40;45.2
3084;Leroux;Tools;4;86;95.46000000000001
3085;Dupuis;Tools;4;40;45.6
3086;Legros;Tools;1;41;47.15
3087;Ledoux;Games;1;60;68.4
3088;Perrot;Games;5;48;51.84
3089;Parent;Computing;1;62;65.72
3090;Le Goff;Cooking;6;57;64.41
3091;Grondin;Cooking;5;30;33.0
3092;Sanchez;UNKNOWN;4;34;38.08
3093;Lelievre;Games;3;39;44.07
3094;Diaz;UNKNOWN;6;93;100.44
3095;Bigot;UNKNOWN;2;51;53.55
3096;Dubois;Furniture;2;16;16.96
3097;Rousseau;Furniture;4;72;79.2
3098;Faure;Tools;4;64;72.96000000000001
3099;Moulin;Cooking;5;49;53.9
3100;Morvan;Games;1;94;101.52
3101;Thibault;Tools;5;64;71.68
3102;Carre;Computing;4;22;23.54
3103;Blin;Games;5;86;95.46000000000001
3104;Evrard;Cooking;5;50;55.0
3105;Dijoux;Games;2;45;50.4
3106;Fernandez;Computing;1;86;97.18
3107;Jacques;Cooking;4;20;22.6
3108;Georges;Computing;1;17;18.87
3109;Gilbert;Cooking;2;50;56.0
3110;Paris;Games;1;17;17.85
3111;Gilles;Cooking;1;20;21.8
3112;Boulanger;Games;2;67;73.03
3113;Lebon;Computing;5;77;80.85
3114;Humbert;Tools;4;94;100.58
3115;Fouquet;Furniture;5;22;24.2
3116;Gay;Computing;1;82;88.56
3117;Riviere;Games;5;89;98.78999999999999
3118;Riou;Cooking;1;30;33.0
3119;Moreau;Cooking;6;64;71.04
3120;Dumas;Furniture;3;44;49.72
3121;Klein;Cooking;2;10;10.7
3122;Marchal;Computing;4;89;102.35
3123;Mahe;Furniture;5;56;58.8
3124;Verdier;Games;1;39;41.73
3125;Jacquot;Cooking;6;56;62.16
3126;Adam;Computing;3;61;67.1
3127;Perrin;Computing;5;67;73.03
3128;Gay;Tools;3;94;102.46000000000001
3129;Andre;UNKNOWN;1;93;100.44
3130;Denis;Games;3;91;101.92
3131;Martins;Cooking;1;38;43.7
3132;Maurice;Cooking;6;91;96.46
3133;Simon;Tools;6;95;108.3
3134;Ledoux;Computing;5;93;102.3
3135;Marin;Tools;6;55;58.3
3136;Hardy;UNKNOWN;5;61;68.32
3137;Roger;Games;6;99;105.93
3138;Pasquier;UNKNOWN;2;71;80.94
3139;Leleu;UNKNOWN;4;67;76.38
3140;Benard;Cooking;6;20;22.4
3141;Marty;Cooking;2;89;94.34
3142;Leleu;Cooking;1;58;66.7
3143;Tessier;Games;6;73;78.84
3144;Laporte;Tools;5;20;22.8
3145;Boutin;Tools;6;45;48.15
3146;Besson;Games;3;44;49.28
3147;Fontaine;Computing;4;47;51.230000000000004
3148;Rey;Games;4;96;105.6
3149;Guillot;Games;3;38;40.28
3150;Pascal;Computing;2;82;89.38
3151;Collet;Games;1;74;79.18
3152;Sauvage;Furniture;5;84;91.56
3153;Lelievre;UNKNOWN;5;63;68.67
3154;Boutin;Furniture;2;39;41.34
3155;Guerin;UNKNOWN;6;89;101.46000000000001
3156;Payet;UNKNOWN;4;15;15.75
3157;Bourdon;Games;1;48;54.72
3158;Bouchet;UNKNOWN;6;62;65.1
3159;Fontaine;Computing;2;54;61.019999999999996
3160;Duval;Furniture;2;92;103.03999999999999
3161;Royer;Games;4;97;108.64
3162;Pires;Games;4;22;24.86
3163;Chartier;Computing;2;54;61.019999999999996
3164;Moreau;Computing;6;33;34.65
3165;Garnier;Games;4;89;102.35
3166;Pasquier;Cooking;2;62;70.68
3167;Traore;Tools;4;76;79.8
3168;Bruneau;UNKNOWN;5;91;98.28
3169;Dupont;UNKNOWN;3;73;80.3
3170;Riou;Furniture;5;77;85.47
3171;Gillet;Tools;4;40;42.4
3172;Boucher;Furniture;5;75;84.0
3173;Tessier;Cooking;6;87;94.83
3174;Colin;Computing;6;25;27.25
3175;Lombard;UNKNOWN;1;30;33.9
3176;Clerc;UNKNOWN;3;83;88.81
3177;Petit;Cooking;2;79;90.06
3178;Verdier;UNKNOWN;1;86;93.74
3179;Daniel;Games;6;63;66.15
3180;Dias;Games;1;35;37.8
3181;Jacques;Tools;1;69;74.52
3182;Brunet;Tools;1;18;20.7
3183;Marchal;UNKNOWN;4;71;75.26
3184;Lemaitre;Games;5;47;50.29
3185;Meunier;Computing;6;88;93.28
3186;Mary;UNKNOWN;4;87;99.18
3187;Hoareau;Computing;3;33;37.29
3188;Baron;Games;1;98;108.78
3189;Barre;Furniture;6;46;51.06
3190;Huet;Furniture;3;54;57.78
3191;Petitjean;Tools;4;19;20.33
3192;Thierry;UNKNOWN;2;45;49.95
3193;Colas;UNKNOWN;4;11;11.55
3194;Salmon;Games;4;33;34.98
3195;De Oliveira;UNKNOWN;1;93;98.58
3196;Bourgeois;Furniture;5;93;103.23
3197;Nicolas;Tools;1;57;62.7
3198;Ramos;Games;5;93;97.65
3199;Legrand;Computing;6;30;32.1
3200;Vallet;Furniture;6;34;37.4
3201;Maillot;Tools;5;57;63.84
3202;Leclercq;Cooking;5;17;17.85
3203;Chauvin;Cooking;4;14;15.96
3204;Deschamps;Games;4;83;94.62
3205;Gilbert;Furniture;1;72;77.76
3206;Regnier;Games;2;20;21.6
3207;Renard;Furniture;6;20;21.2
3208;Laurent;Cooking;4;98;105.84
3209;Brun;Tools;1;89;97.01
3210;Boyer;Tools;2;63;71.19
3211;Brunet;Cooking;3;10;10.8
3212;Bonneau;Games;2;86;92.02
3213;Leleu;Games;6;16;17.6
3214;Brunel;Furniture;4;59;63.72
3215;Gomes;Cooking;3;64;67.2
3216;Loiseau;Games;3;79;88.48
3217;Roger;Tools;4;85;96.9
3218;Bourgeois;Games;5;30;33.0
3219;Benoit;Furniture;2;35;39.55
3220;Sauvage;Tools;1;72;79.92
3221;Maillot;Furniture;5;74;79.18
3222;Maillard;Computing;4;67;71.02
3223;Lecomte;UNKNOWN;2;61;64.05
3224;Muller;Games;6;77;80.85
3225;Lemoine;Computing;1;11;11.88
3226;Gregoire;UNKNOWN;4;41;45.1
3227;Philippe;Computing;5;91;103.74
3228;Marty;Computing;4;35;40.25
3229;Roger;Cooking;6;41;45.92
3230;Delaunay;UNKNOWN;3;23;25.990000000000002
3231;Teixeira;Furniture;2;59;67.26
3232;Blanchard;UNKNOWN;2;96;104.64
3233;Bourdon;Computing;4;54;61.56
3234;Berger;Furniture;3;54;58.86
3235;Seguin;Tools;2;40;42.0
3236;Lacombe;UNKNOWN;3;30;33.6
3237;Guyot;Furniture;1;17;19.38
3238;Laroche;Games;5;83;94.62
3239;Meyer;UNKNOWN;5;53;59.89
3240;Diaz;Cooking;5;57;62.7
3241;Benard;Computing;5;67;72.36
3242;Morin;Cooking;3;79;86.11
3243;Weber;Cooking;6;59;67.85
3244;Gomes;Furniture;6;92;96.6
3245;Lemonnier;Cooking;1;82;86.1
3246;Muller;Cooking;1;26;29.12
3247;Pottier;UNKNOWN;2;18;19.44
3248;Maillot;Computing;5;40;43.6
3249;Pires;Games;5;46;48.3
3250;Maurice;Furniture;5;58;64.96
3251;Pinto;Computing;2;17;19.21
3252;Moulin;Computing;5;71;80.23
3253;Martinez;Games;6;23;25.3
3254;Morel;Tools;2;80;92.0
3255;Paris;Games;5;33;36.63
3256;Martin;Cooking;2;56;58.8
3257;Marion;Furniture;4;27;31.05
3258;Guillou;UNKNOWN;1;81;88.29
3259;Petit;Cooking;6;35;39.2
3260;Marechal;Cooking;1;80;90.4
3261;Jacob;Furniture;6;77;82.39
3262;Langlois;Tools;6;67;70.35
3263;Faure;Games;6;80;87.2
3264;Techer;Cooking;6;79;90.06
3265;Meunier;Games;5;67;73.7
3266;Poirier;Computing;4;91;101.92
3267;Bigot;Computing;2;48;51.84
3268;Richard;UNKNOWN;1;96;110.4
3269;Grondin;Furniture;3;91;101.01
3270;Pottier;UNKNOWN;4;92;102.12
3271;Mathieu;Furniture;1;72;77.04
3272;Alves;Cooking;2;29;33.06
3273;Mallet;Games;6;56;63.84
3274;Gaudin;Computing;6;78;85.8
3275;Foucher;Tools;2;51;58.14
3276;Vasseur;Tools;3;72;82.8
3277;Barbe;Cooking;4;10;11.2
3278;Maillot;Computing;5;44;48.4
3279;Renaud;Tools;6;46;48.76
3280;Bonnin;Cooking;2;55;60.5
3281;Jacquet;Games;4;57;64.98
3282;Giraud;Cooking;4;31;34.72
3283;Texier;Cooking;3;60;63.6
3284;Leblanc;Cooking;5;47;50.76
3285;Barthelemy;Cooking;5;37;41.81
3286;Barbe;Computing;3;96;106.56
3287;Wagner;Furniture;3;39;42.12
3288;Vidal;Tools;5;77;84.7
3289;Wagner;Tools;3;83;94.62
3290;Salmon;Tools;4;28;30.52
3291;Grondin;Computing;4;98;108.78
3292;Meyer;UNKNOWN;5;27;30.78
3293;Clerc;Computing;3;78;88.92
3294;Gautier;Games;2;31;32.86
3295;Berger;Computing;3;80;89.6
3296;Ledoux;Furniture;5;25;26.75
3297;Rousseau;UNKNOWN;6;96;105.6
3298;Boyer;Computing;4;62;66.34
3299;Bernier;Furniture;1;96;108.48
3300;Prevost;Games;2;88;92.4
3301;Hubert;UNKNOWN;3;23;25.990000000000002
3302;Sauvage;UNKNOWN;3;79;83.74
3303;Goncalves;Cooking;6;97;104.76
3304;Loiseau;Cooking;1;98;112.7
3305;Moreau;Furniture;5;32;35.2
3306;Allain;Computing;2;94;98.7
3307;Briand;Computing;2;54;59.94
3308;Michaud;Cooking;4;28;31.36
3309;Thibault;Furniture;1;43;45.15
3310;Salmon;Computing;2;26;28.34
3311;Carlier;UNKNOWN;2;19;21.85
3312;Texier;Tools;4;34;38.42
3313;Moreau;Cooking;2;80;85.6
3314;Girard;Cooking;1;37;40.7
3315;Mathieu;Tools;5;75;79.5
3316;Schmitt;Games;4;71;81.65
3317;Raymond;UNKNOWN;5;93;100.44
3318;Leroux;UNKNOWN;3;41;45.1
3319;Munoz;Cooking;6;74;81.4
3320;Sanchez;UNKNOWN;1;83;92.13
3321;Bouchet;Furniture;4;73;81.76
3322;Morel;UNKNOWN;4;57;63.269999999999996
3323;Dumas;Computing;6;31;33.48
3324;Boyer;Games;4;58;63.22
3325;Berthelot;Computing;5;92;99.36
3326;Bertin;UNKNOWN;4;90;102.6
3327;Da Costa;Tools;1;65;71.5
3328;Marques;Cooking;3;71;78.1
3329;Charrier;Cooking;3;72;76.32
3330;Lucas;UNKNOWN;1;37;39.59
3331;Verdier;Tools;6;74;85.1
3332;Colas;Computing;6;40;43.6
3333;Lopez;Furniture;6;87;96.57
3334;Leclerc;UNKNOWN;4;42;44.52
3335;Lejeune;Cooking;4;57;63.269999999999996
3336;Dubois;Cooking;5;49;53.41
3337;Delannoy;Games;4;94;105.28
3338;Rossi;UNKNOWN;1;71;80.94
3339;Lecomte;Games;6;27;30.240000000000002
3340;Mary;Games;4;25;27.0
3341;Roy;Cooking;5;83;87.15
3342;Chauvin;Computing;3;26;28.86
3343;Fernandes;Cooking;4;42;45.78
3344;Lecoq;Furniture;6;21;24.15
3345;Fournier;Computing;2;30;33.0
3346;Reynaud;Cooking;1;26;28.86
3347;Guibert;Tools;1;68;74.8
3348;Gonzalez;Games;4;87;93.09
3349;Perrier;Cooking;4;64;69.12
3350;Mallet;Games;1;61;67.1
3351;Pelletier;Games;4;26;28.86
3352;Hardy;Computing;4;45;51.3
3353;Aubry;Computing;5;37;40.7
3354;Clement;Cooking;5;30;34.5
3355;Maillot;Furniture;3;46;52.9
3356;Philippe;Tools;5;85;90.95
3357;Cohen;Cooking;3;85;89.25
3358;Bonneau;Computing;3;27;30.78
3359;Bonnin;Tools;3;63;72.45
3360;Breton;Tools;3;47;52.64
3361;Wagner;Games;1;51;55.59
3362;Alexandre;Computing;1;93;98.58
3363;Colas;UNKNOWN;3;53;57.769999999999996
3364;Blanc;Games;1;16;18.240000000000002
3365;Pottier;Tools;5;26;27.56
3366;Blanc;Furniture;5;49;52.92
3367;Carre;Games;6;56;59.36
3368;Fleury;Tools;2;55;63.25
3369;Da Silva;Cooking;6;25;27.75
3370;Boucher;Furniture;2;58;62.06
3371;Bodin;Furniture;1;61;67.71
3372;Riviere;Cooking;4;88;95.04
3373;Fischer;Games;3;15;16.05
3374;Caron;UNKNOWN;5;91;103.74
3375;Ledoux;Furniture;1;51;56.1
3376;Hardy;Furniture;6;61;65.27
3377;Duhamel;Tools;5;35;37.45
3378;Renard;Furniture;2;96;107.52
3379;Boucher;Games;1;34;37.4
3380;Perrin;Cooking;4;89;101.46000000000001
3381;Antoine;Computing;3;36;39.6
3382;Reynaud;UNKNOWN;6;68;73.44
3383;Monnier;Furniture;1;59;67.26
3384;Collet;UNKNOWN;5;52;57.2
3385;Thomas;Tools;4;25;26.75
3386;Besson;Furniture;6;24;26.88
3387;Launay;Computing;4;48;51.84
3388;Gilles;UNKNOWN;6;34;37.4
3389;Rey;Cooking;1;89;97.9
